protein,X60_1,X60_2,X60_3,X60_4,X100_1,X100_2,X100_3,X100_4,X200_1,X200_2,X200_3,X200_4,X300_1,X300_2,X300_3,X300_4,X1000_1,X1000_2,X1000_3,X1000_4,f_value,p_value,q_value,significant
slr0380,2011827.60688306,1729789.86006708,1242330.9563425,1587174.63863689,575919.042057005,1284452.15402737,1068382.54824139,1802805.55847107,1133060.24161999,737434.5460100999,1116285.62561399,827381.0636002091,1186310.87605515,796424.7813948159,735537.60167418,746941.092936283,640665.316769937,854468.998664757,872458.5852314091,683268.6242960821,5.302808820358656,0.0072645428024077875,0.01700341813650816,Yes
slr1919,111041.30168900001,127709.53604600001,105326.989285,133334.800316,149367.540348,105889.578965,126434.905066,106151.098446,206534.302694,296074.174777,204008.988047,244308.253742,166535.742581,271684.672558,240152.39177600003,226771.316387,364472.87782199995,222839.93979499998,610189.494059,235248.567027,5.299811430337265,0.00728121844458819,0.01701390239564577,Yes
sll0202,97996.9983385,136624.677154,88378.1758181,119745.94866099999,152366.554677,507259.516662,122192.058824,320176.988921,251701.939809,380552.660318,280635.412672,387134.058006,256490.235904,448811.103983,393101.050823,338946.893075,417016.41692,340485.277544,537897.587051,368551.43193200004,5.293452565973769,0.007316738111064548,0.017068310476480008,Yes
slr1677,347133.622151,324816.520198,222110.936727,234223.230431,255054.85841999998,161373.369586,173720.749773,114438.596626,260444.959014,321161.169554,207170.818276,364796.383609,183542.28853800002,350094.946865,245361.278846,254943.89543099998,582449.386243,327143.78738,831105.945593,393753.973392,5.285145915588098,0.007363431945587948,0.017148560207170597,Yes
slr0549,1981939.0148959998,560615.243194,792974.0140410999,521209.395921,1588995.301158,833727.401163,2316405.009821,920573.779425,467162.29669,300020.4458068,550026.359094,397435.880527,344457.3896668,185979.4725664,138235.74449920002,294416.494002,227442.4191316,309207.538848,358067.582928,284454.8835749,5.2655341203662065,0.00747501142016373,0.017379401551880672,Yes
sll1958,1982413.72631506,1663249.05539503,1401615.4567912,1464168.32050923,1222591.31219104,1127522.28504324,1054977.04118416,960324.162865547,1317723.52564915,1089858.72058221,1472189.75072216,998374.074514908,1126403.74820983,1116110.24216609,1219032.83612957,1177826.59719594,1759612.0585917998,1405161.99792547,1767200.53690797,1170548.39468959,5.258494566403004,0.007515525390298293,0.01744038180753332,Yes
slr1020,6447349.46608256,4872579.21711727,5523967.77976985,2219109.42321143,8350099.51105573,5660811.73052275,8235577.44204211,4891228.51384905,4942192.97040021,1032801.8777959999,5147366.92354433,3164632.03317821,1971931.96629014,1379393.37347251,4000249.01868178,3725639.59362168,1070310.36477909,3840032.5743477005,1803538.34638997,1270089.08276237,5.256639349511936,0.007526243618734809,0.01744038180753332,Yes
slr1056,362688.304654,341868.945074,248774.66134499997,273867.822931,51692.4741358,149711.759876,246129.33028000002,120597.26254400001,225408.707831,232333.919852,216364.754093,279077.40084,169100.41270699998,231799.686871,239543.56310100004,217402.656098,211994.776975,115371.860543,237395.07526100002,203539.745069,5.251967496360121,0.007553310810796371,0.017474077248857273,Yes
sll1283,1817353.73182,904723.8093959999,859411.2617510001,1217069.7248,1158832.38992,1925035.4410400002,1280128.93912,1829149.46402,3336363.88689,2196854.60342,2582933.36171,1619253.7331,2483463.0255,1757974.80367,2403239.96428,2064878.20563,1310364.72235,1814775.4662099998,698334.950282,1166930.85174,5.244910811671283,0.0075944028858093635,0.017540053022688844,Yes
slr1476,1414348.3380180001,1670185.724017,1285458.886464,1466014.216491,1383214.461081,1200481.530511,1207598.7782969999,1046675.972631,2989553.96662,1644098.375673,2098863.513655,2025574.0130689999,961810.1526469999,1797189.898966,1434737.436606,1213794.510155,1531919.732261,1055785.485106,1503750.846871,1620912.709187,5.237632245072595,0.007637050764846579,0.017609398044563598,Yes
ssl0601,11504814.26775,13963257.21425,15861817.309229998,15592526.699760001,11342539.34085,19681289.91205,16314178.5912,22176718.81983,15314057.69808,11643177.769476,13120653.446789999,14178554.657138001,14065198.313210001,13584100.273221001,12683954.857585,12659433.088972,9440391.669431,9925744.8822354,6776936.555834,10947273.7275646,5.226635249488849,0.007701998496678121,0.017729848024531317,Yes
slr1944,6669327.30132678,9996099.18420299,8484897.78518036,9825544.04787919,5352102.35493094,7354636.16664694,4580011.20765522,13112026.7967984,6223126.70971443,3988415.71301545,6337088.94040132,3787013.0929207,6949931.68620579,3230798.44526289,4353945.97421332,4595142.33686388,2669834.05947039,3566985.10597144,2602654.42621065,2018981.91307812,5.219083308862707,0.007746959843211853,0.017803968667677982,Yes
slr1116,2869814.362424,1848247.858914,1816929.95021,1618705.8152969999,1935332.266673,1127425.819626,1136497.983435,1549778.4463469998,1292807.952032,1069476.354731,1067979.774513,1218631.5726629999,1024963.0683030001,1111769.263093,1267359.043352,1206912.767084,1433878.473612,1428796.673752,1266600.253823,1153957.761416,5.211154950936202,0.007794480289602331,0.017883717111834296,Yes
slr0746,667372.699106,1344593.192657,1073102.4772680001,1027995.531109,1048113.5246850001,792373.3386949999,678441.68807,472666.74206099997,1019315.534093,883647.1870129999,1057029.266185,975875.0444530001,620425.7420569999,597729.1059063,686926.5138770001,643753.42683,393423.536034,500507.922913,781172.697741,538063.418,5.1978714019592855,0.007874835268733688,0.018038415763355492,Yes
sll1296,130066.68718800001,152102.742251,147692.780489,192020.511232,259700.338723,117078.698035,142400.753272,227220.267696,289962.034923,343307.187479,251893.316805,402057.508323,222134.44502199997,355479.224002,565088.444694,142961.561247,444658.697358,320584.118129,669421.662899,484587.812225,5.177663886993885,0.007998868554956157,0.01827576182594478,Yes
sll1456,3291857.85891428,4964883.42000664,3821308.24114194,4236923.12694062,4016879.15684405,3245521.12142739,4193399.05284091,3723794.51401813,4786422.95832544,5383063.49910402,4013688.54699406,5857940.27054071,3788072.24574246,5620315.54661612,4284610.81297415,4275514.10601428,6392680.88695505,4654373.14837459,6276715.98324846,6109585.67009528,5.176730157213475,0.008004652670718466,0.01827576182594478,Yes
slr1679,538828.277771,669137.895241,661589.106119,727742.646559,731196.722451,515720.039367,627620.944391,357783.257694,1024268.8834700001,894915.5203389999,839966.071402,834766.788487,779581.036811,580335.444282,630146.642781,725479.660205,608328.679054,696320.842645,881677.924142,698737.920549,5.1647476340421505,0.008079299248621424,0.01841604975788707,Yes
sll0413,100945.622439,182297.767533,180190.63235899998,174111.41102200001,90475.58053260001,120949.84770299999,193951.433755,155423.998728,1373442.6599299998,465139.319315,401854.36782600003,773953.2091600001,225656.01211100002,641754.747984,406933.04452199995,429037.980314,267445.215475,584273.025884,605940.224945,580479.023037,5.140006389868665,0.008235918947894607,0.018742425664458363,Yes
sll1879,2302631.8706799997,1114705.33947,1092525.07709,1121067.18049,2964362.64788,1279685.75768,2083794.2514900002,1641912.6686,2055356.88512,1698955.38675,1962318.0123599998,1777031.72647,2465827.9972200003,1813355.5422,2330875.43475,2394632.79805,2883367.2954,3091362.42002,2324496.13872,3266418.2990200003,5.100248964508205,0.00849480238209267,0.019300080330650282,Yes
sll1665,428709.978857,738296.4345689999,1016164.62626,535197.7068899999,267547.08639979997,381287.420062,413257.034429,890047.597383,1849167.086088,4093290.5521629998,1083749.642122,3491521.526672,1525959.878492,3241746.351001,904114.127088,2779283.2868439998,1536268.671927,1465095.7802950002,1414294.528331,1361527.8756280001,5.095852975002858,0.008523984947383227,0.01933489268552781,Yes
slr0387,208088.486195,328763.331195,169333.201574,174201.859226,116930.45947999999,115070.531619,75220.057703,102697.519534,213383.275768,284007.511079,194484.287619,268133.485506,127175.224682,191629.413773,203120.706974,176054.023369,94850.4459428,93602.23548450001,163117.443841,216928.616067,5.074156427334788,0.00866967822610708,0.019633443385421064,Yes
slr1603,172938.11805999998,147103.118077,161056.61660799998,218914.79997300002,167540.47463399998,62537.7130586,196794.468707,142072.760822,124810.439622,277661.51039099996,191050.371304,128368.81274600001,167676.9219,186845.94816,224797.67619,167165.038569,478451.919662,140450.46901300002,438462.69894399995,472703.06348400004,5.0601990820074105,0.008764882297120222,0.019816873264963872,Yes
slr0250,1398144.3846159999,1303514.1236100001,990332.297551,1032876.902456,1038489.4646739999,860514.4319020001,798867.847567,1670374.951993,3034719.969674,1570854.784542,1234717.96855,2015742.2537349998,2468212.37868,1574704.665839,1277231.561216,1183626.585405,625088.440988,516671.022292,533399.218187,513126.09527600004,5.055961081684634,0.008794022310362264,0.019849897186544205,Yes
sll0254,710690.952514,1287236.763512,746426.289259,679211.1456609999,664055.3916,903065.566363,650036.740309,592157.499262,1230593.543222,900896.7478690001,2107797.389621,1118678.004148,1194359.6536,1466148.9177020001,1408878.787611,1344221.1673700002,1045666.34944,1945601.496914,1557104.152696,1974437.224239,5.053941476652093,0.008807947210373378,0.019849897186544205,Yes
sll1172,5779331.85622865,4535223.48538586,3696598.01591694,4866539.13148687,2825601.94412398,5906117.14777168,3954960.12882513,7526258.17224552,9300033.04496811,9073783.44016654,6518052.021862901,6302751.52220283,7221674.13530531,6292953.81954814,8553827.66617171,9025719.11711213,3586793.49445391,6265036.47345324,4708837.63372284,4161919.72960731,5.05172665663596,0.008823246608720955,0.01985230486962215,Yes
slr0559,1590054.4077094,1509654.521932,2179427.134226,1840064.1908310002,1922931.474682,1166553.930582,1296980.7104200001,650741.530154,1138959.53777,1954264.1458169997,1317618.387327,964070.685599,1729272.251111,825105.846698,778885.555852,892193.492214,583920.224603,588613.997233,294777.249215,752148.948165,5.042427414523512,0.008887810363560225,0.019965371106548332,Yes
slr0164,659701.066632181,690846.918898606,159737.906441207,348204.036814722,418397.90789253,372731.197288785,751487.504853598,583808.131810841,1921683.39049695,6031190.29688145,361992.30224846,1661984.74433488,316414.788246324,1297100.50956379,3103387.10113248,3513626.45698834,1553702.92973307,8798730.90242503,5049022.30470111,9699893.52386877,5.003402132479319,0.009164614926007852,0.020534333646335605,Yes
slr1238,668090.710028,642442.247722,488020.66745159996,591897.8640931,801134.7713560001,540545.5459954,801223.468136,315781.5455908,2052884.8609689998,2098484.779973,1085160.628515,922869.933517,927032.0366639999,927034.3328370001,1002589.2596209999,1245551.484921,846462.1724510001,1067766.4355879999,1506310.695186,697687.777748,5.0025826686318675,0.009170530366786438,0.020534333646335605,Yes
sll0518,306505.189045196,781482.1081542721,601340.1474616129,786692.200460883,126715.049864086,797213.425423048,82817.7859767037,876005.245182903,1094073.39310789,1238875.89675861,982007.67967819,1487812.87715982,707491.583463944,1350052.99519305,1375182.61753429,1122012.80757737,1333706.01227561,1388487.86029145,780873.081107332,1987640.54251607,4.987506822136225,0.00928012770857417,0.02073776767893628,Yes
sll1810,13334798.3040377,21989341.8874823,20408133.9029541,23969803.6149644,22004017.313314103,23656761.6351637,18441549.7163827,22957319.3300812,851739.6099920999,11315873.251953699,26177153.1260566,30293417.462078,28083376.9327697,29747848.216899797,27678335.8744975,30894997.0472687,35146357.4447879,33357277.0053537,34009964.81472439,38276824.6143027,4.986006559491832,0.009291114551494749,0.02073776767893628,Yes
sll1745,13111134.2956,15820868.2221,15339568.7277,17980664.853,14939139.0129,17758979.0139,18183029.356,790824.9635770001,2854875.7917299997,2061659.58049,11187233.3645,4701655.0459900005,18168189.616,4076371.7179,5401931.18654,5104361.23359,1198953.7919700001,1288107.15921,1139843.77061,1506769.47563,4.969323344453579,0.009414281129188141,0.020979108906098175,Yes
sll1455,1455030.7978700001,1109524.17421,859804.5974610001,1070441.11886,2164003.3166900002,1206027.92465,958370.4594559999,207116.248119,1958060.81987,2033354.70907,1052737.09466,2064806.4785099998,1408548.1020799999,1878110.50995,1750321.1623099998,1665178.6458100001,2231747.56096,2498993.84119,2397665.54591,2151940.50281,4.937831410356539,0.00965181177820216,0.021474126683559833,Yes
sll1594,918429.3704050259,1362454.76497749,932213.905294682,1112304.07632891,1191844.17352783,1121336.2019751002,1448740.84090196,2384067.12574908,1364644.12640925,880166.583776176,1441521.12137952,961495.977599758,1945594.54515301,1100348.89736464,1310563.9818966002,1531329.96085739,591364.757902778,690244.91789361,469006.530031152,529925.71425553,4.932845522271296,0.009690032638590744,0.02152154462377989,Yes
slr1459,3077204.54202518,4267359.16588686,5451215.56400198,4195726.42971073,4660583.97870726,5646865.40036115,7078597.771385901,13316676.9829218,1818636.92707958,948637.290728383,4955439.29367395,761111.966537307,5826764.51064806,837657.219000495,750551.495811365,1158434.96585334,611981.739121721,1645823.79543394,847564.0130636741,2422701.33619151,4.931031650768405,0.009703979618894302,0.02152154462377989,Yes
slr0816,563021.380785,574128.80907,664841.441968,376601.82071,197454.548457,333441.556675,161403.326516,185988.988551,91347.88625289999,57193.441906199994,486902.54091899993,324435.533636,266676.56504699995,355440.110839,328078.626019,222178.86479899997,320026.873821,424870.65831599996,304597.091416,293430.66669499996,4.900564713370041,0.009941647744755854,0.022013648577673676,Yes
slr2123,1332854.95866,1742287.824159,1235106.5814389999,1381870.9120530002,1261648.267775,965038.90328,1078295.5788790002,796284.051995,1150595.05156,1102307.6262450002,1237341.328449,1068502.243867,1023486.5709950001,1209732.0231549998,1071867.339011,1038906.190633,1026932.6472700001,819213.800372,1169215.733889,743842.2463359999,4.897917918225838,0.00996260202920899,0.022025086895002443,Yes
slr0983,274865.654992,414865.998909,358788.96904899995,409196.337651,316293.84434,268831.222564,319269.13334299996,157452.692275,454178.145567,552754.958136,445799.325588,515700.422516,346106.354517,559913.841596,501747.32357,388978.936818,713895.746778,409677.303608,611968.400182,394956.41190500004,4.894214104520503,0.009992007972781247,0.02203836782908153,Yes
sll0821,63123.763363900005,227287.872858,170115.286395,274197.99606100004,295434.185389,372643.715732,355425.269246,182126.105588,303179.647946,104364.822352,623358.8953689999,416808.211396,536318.652143,480548.119328,376206.499259,175030.730913,644369.544498,560783.513146,604503.905045,1261057.7942299999,4.893183757290943,0.010000205617067102,0.02203836782908153,Yes
sll1085,203207.61894100002,156417.952323,89011.9844168,155032.868568,135786.550353,109083.12950699999,99727.01093029999,92402.8361135,157364.633503,180051.737703,140137.07468599998,200962.98259200001,70571.86284439999,167387.010744,112111.46008399999,117713.10540599999,253232.287621,139840.148794,372084.553459,250734.01167100001,4.854978226705389,0.010309580682669935,0.022642804630365145,Yes
slr1273,11607492.5162575,9929014.02899813,8219934.79727423,8098533.98580128,12837992.3589451,6810635.49104543,9875327.14297423,15447747.0596028,10237011.8166502,4921814.71766034,7885595.44744295,6340028.11865451,10229634.3056699,2839833.48264693,2890256.46285391,3216499.25908549,2845370.04065961,5776855.16647722,5306131.78862618,2457458.9891282995,4.853940652688674,0.010318131360772514,0.022642804630365145,Yes
